Dept,SKU      ,SKU Desc                                ,UPC           , SOH         , Max Stock   , In-Transit  , On Order    ,Stat, Unit Cost   , Unit Retail , SupplierNo, Supplier Name                     , Inner, Buy Cost    ,SupPackSiz ,  LuxTax,  QtySales   ,   CustReturn,   TotalSales        ,   TotalCost         ,   On Order TSF       ,  Promo Start,  Promo End  ,  Promo Retail,  Order Loc, SuppRepl  , SuppRepl Name                     ,  Repl Cost  ,  WhRepl  ,  ReplMthd, OrdDay ,CycleOrd    , IMU                 , QtyAllocated, QtyReceived, Ret Allow Ind,UDA Cluster                ,Item Bazar Status   ,Comment Desc                              ,Max Ord Reg        ,        Av Cost     ,  Multipack     ,Store,Block MD  , Reason                   , Final Matrix
97,97309210,JAVA SEA UD HEADLESS 21-25              ,8997207630036,0,             ,             ,             ,A,65000,68500,42253, JOHAN TASMAN                      ,1,65000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.04,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,65000,         N      ,449,       N  ,                          , NS
97,97212252,SO GOOD DAGING SOP AYAM PACK            ,8993110193538,0,             ,             ,             ,C,16300,17000,39454," SO GOOD FOOD,PT                   ",1,18003,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.16,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,16300,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97414534,MAMA'S COOKED HAM 250 GR                ,              ,0,             ,             ,             ,C,22700,72900,9417," SOEJASCH BALI,PT-BLI              ",5,22700,5,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,6000031868,"   SOEJASCH BALI,PT                ",36600,          ,  PDET    ,     ALL,1,0.66,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,22700,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97204216,B -TOKUSEN WAGYU RUMP                   ,              ,0,             ,             ,             ,C,250000,163500,42657," SANTOSA AGRINDO, PT               ",1,250000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.68,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,250000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97210978,VALUE PLUS DAGING RAWON SAPI 800g       ,8993333105011,0,             ,             ,             ,C,72500,76500,6168," PRIMA JAYA, CV                    ",8,72500,8,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.04,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,72500,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97309390,EKADO IKAN                              ,              ,0,             ,             ,             ,C,62000,65500,39949, RITA DEWI PURWANING SIWI          ,1,69500,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.17,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,62000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97214965,PORK SPARERIB BAIKUT SPC KG M           ,              ,0,             ,             ,             ,C,177000,186500,100044348," TEKNO ADVAN ABADI, PT-JBTK        ",1,195000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.15,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,177000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97413491,IRENE BEEF FRANK 6 PCS                  ,8997020140071,0,             ,             ,             ,C,17000,22900,38983," SORIN MAHARASA, PT                ",12,17000,12,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,38983,"   SORIN MAHARASA, PT              ",17000,108,  PDET    ,     ALL,1,0.18,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,17000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97311430,IKAN BAWAL HITAM PACK 1 Kg              ,745760493593,0,             ,             ,             ,C,104500,110000,42990, KASIM.                            ,5,104500,5,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.05,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,104500,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97309176,UDANG COOCK kg                          ,              ,0,             ,             ,             ,C,156000,144000,41759, HALIM SUHERMAN FOE                ,1,95000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.27,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,156000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97311001,LELE ASAP PACK                          ,              ,0,             ,             ,             ,C,25000,26790,100040869, CHANDRA BUDI SATRIA.              ,1,25000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.03,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,25000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97237486,TULANG AYAM                             ,              ,0,             ,             ,             ,C,5000,979100,10026," SIERAD PRODUCE, PT                ",1,10000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.99,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,5000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97419075,FIESTA SOSIS RTG BAKSO KEJU 65GR        ,8993207223148,196,             ,             ,             ,C,5926,8690,100045814," CHAROEN POKPHAND INDONESIA,PT.    ",72,             ,72,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,46729,"   CENTRAL PANGAN UTAMA,PT-KPG     ",5926,110,  PDET    ,     ALL,1,0.25,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,5926,         N      ,449,       Y  , NON ASSORTMENT           , CZ
97,97417602,KIBIF SMOKED SOSIS SAPI LADA HITAM 500 g,8997005550451,0,             ,             ,             ,C,43104,65550,43928," ESTIKA TATA  TIARA, PT            ",20,46136,20,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.23,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,48443,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97308640,JAMBAL ES PACK 250g                     ,8990234910089,0,             ,             ,             ,D,30040,39100,33722, ARYADHANA KUSUMA                  ,1,30040,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.15,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,30040,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97415926,FARMHOUSE BAKSO B 12 pcs                ,8998888513359,0,             ,             ,             ,C,16493,26500,34883," SAN MIGUEL FOODS INDONESIA,PT     ",10,18184,10,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,34883,"   SAN MIGUEL FOODS INDONESIA,PT   ",18184,108,  PDET    ,     ALL,1,0.25,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,16493,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97450076,NIKMAT MIDDLE EAST SAUSAGE 320 GR       ,8995226404348,0,             ,             ,             ,C,31000,47950,31868," SOEJASCH BALI, PT                 ",5,31000,5,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.29,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,31000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97213082,FRR - SHABU-SHABU                       ,              ,0,             ,             ,             ,C,148421,1000000,41634," ELDERS INDONESIA,PT               ",1,148421,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.84,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,148421,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97234621,J -KNUCKLE                              ,              ,0,             ,             ,             ,C,126000,1000000,41634," ELDERS INDONESIA,PT               ",1,1,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,1,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,117000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97403975,AROMA COOKED HAM 250 GR                 ,8994036548334,0,             ,             ,             ,C,29773,42950,200044348," TEKNO ADVAN ABADI , PT            ",5,40208,5,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,39356,"   HARSI PANGAN UTAMA,PT - SBY     ",40000,          ,  PDET    ,     ALL,1,-0.03,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,29773,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97349276,IKAN FRESH KERAPU BESAR KG              ,2892,0,             ,             ,             ,A,37500,59000,42990, KASIM.                            ,1,95000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,42499,   ELLY YOENIKE-JTM                ,58000,          ,  PDET    ,     ALL,1,-0.77,             ,            , N            , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,37500,         N      ,449,       N  ,                          , NS
97,97218907,BLACKBELT BLUEAGE STRIPLOIN 200 GR      ,8994456450149,0,             ,             ,             ,A,55000,69900,46989," AGRO NUSA PROTINDO,PT             ",12,             ,12,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.13,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,55000,         N      ,449,       N  ,                          , NS
97,97217686,PEKING DUCK PAHA KG                     ,3285,0,             ,             ,             ,A,167160,176000,40175," AGRO BOGA UTAMA,PT                ",16,             ,16,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.04,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,167160,         N      ,449,       N  ,                          , NS
97,97417040,YANGINI BAKSO SAPI 390g                 ,10110410538,0,             ,             ,             ,C,43073,57200,3043, KEMANG FOOD INDUSTRIES PT.-3043   ,12,43073,12,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,3043,   KEMANG FOOD INDUSTRIES PT.-304  ,43073,108,  PDET    ,     ALL,1,0.17,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,43073,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97417102,CHIEF'S BEEF BOCKWURST 340g             ,10110112005,0,             ,             ,             ,C,35004,51350,3043, KEMANG FOOD INDUSTRIES PT.-3043   ,12,35004,12,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,6000032581,"   KEMANG FOOD INDUSTRIES, PT - S  ",35004,110,  PDET    ,     ALL,1,0.25,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,35004,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97218130,TOKUSEN WAGYU SHABU                     ,8995108800367,0,             ,             ,             ,A,54584,57500,42657," SANTOSA AGRINDO, PT               ",12,             ,12,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,108,  PDET    ,     ALL,1,0.12,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,54584,         N      ,449,       Y  , NON ASSORTMENT MD        , NS
97,97417344,BEHER JAMON IBERICO BELLOTA 100 g       ,8428688031864,0,             ,             ,             ,C,225750,261200,43180," KAIROS NIAGA PRATAMA,PT           ",12,225750,12,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.05,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,225750,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97306795,CHUKA KURAGE 2 KG / PCK                 ,              ,0,             ,             ,             ,D,220000,162000,17934, INDOMARU LESTARI PT               ,1,220000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.49,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,220000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97210665,PORK SPECIAL CUBE                       ,              ,0,             ,             ,             ,C,96500,92990,42225," HENDARMAN WIHARDJA,IR             ",1,96500,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.14,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,96500,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97217953,STRIPLOIN SLICE 500GR                   ,8994448221597,0,             ,             ,             ,A,115000,139900,10205," INDOGUNA UTAMA, PT                ",10,             ,10,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.14,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,100042.8811,         N      ,449,       N  ,                          , CZ
97,97219586,AYAM PAHA ATAS MARINASI kg              ,4637,0,             ,             ,             ,A,55000,69900,47229, FIRMAN MAULANA -SBY               ,1,55000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.13,             ,            ,              , ADD ON - HYPERMART        ,  NEW ITEM          ,                                          ,                   ,55000,         N      ,449,       N  ,                          , NP
97,97215768,SC TENDER BEEF CUBES JAPANESES STYLE    ,8997236200200,0,             ,             ,             ,C,116000,115500,200044840," SARIJAYA SUKSES MANDIRI, PT.      ",12,109500,12,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,-0.04,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,116000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97344342,IKAN FRESH BANDENG KG                   ,              ,0,             ,             ,             ,C,17000,1000000,33761," AQUACULTURINDO CITRAPRATAMA, PT   ",1,27500,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.97,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,17000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97217917,RIB EYE SLICE 500GR                     ,8994448221610,0,             ,             ,             ,A,115000,146900,10205," INDOGUNA UTAMA, PT                ",10,             ,10,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.08,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,115333.3333,         N      ,449,       Y  , ITEM CHANGE FORMULA / SIZ, NS
97,97308962,KNM SALMON KIRIMI FRZ                   ,              ,0,             ,             ,             ,C,218000,252000,41847," KELOLA NIAGA MAKMUR, PT           ",1,257770,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,200041847,"   KELOLA NIAGA MAKMUR ,PT         ",257770,108,  PDET    ,     ALL,1,-0.13,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,218000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97309014,KNM MAKAREL FILLET                      ,              ,0,             ,             ,             ,C,39200,1000000,41847," KELOLA NIAGA MAKMUR, PT           ",1,93600,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,200041847,"   KELOLA NIAGA MAKMUR ,PT         ",93600,108,  PDET    ,     ALL,1,0.9,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,39200,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97413839,DENDENG AYAM MANIS KG                   ,4031,0,             ,             ,             ,C,46750,110700,37203, SUMARYOKO R S                     ,1,84444.44,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,40043,   SUWARTONO                       ,84444.44,108,  PDET    ,     ALL,1,0.16,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,76000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97312804,MARLIN SLICE 250 Gr                     ,8997205290997,0,             ,             ,             ,A,29000,30500,46412," RUBINA TAN CEMERLANG, PT          ",20,29000,20,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,-0.05,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,29000,         N      ,449,       N  ,                          , NS
97,97312840,KAKAP MERAH FILLET PCS                  ,              ,0,             ,             ,             ,A,45000,54900,42990, KASIM.                            ,5,240000,5,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,300046089,"   KREASI TANI LAKSMI , PT         ",45000,          ,  PDET    ,     ALL,1,-3.81,             ,            , N            , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,45000,         N      ,449,       Y  , SUPPLY PROBLEM           , NS
97,97207900,BONELESS DADA PACK                      ,              ,0,             ,             ,             ,C,38000,979100,34264, ISMAWADI SLAMET                   ,1,38000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.96,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,38000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97301076,IKAN ASIN BILIS TAWAR                   ,              ,0,             ,             ,             ,C,104500,55000,33722, ARYADHANA KUSUMA                  ,1,141500,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-1.83,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,104500,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97313009,TENGGIRI PACK 100g                      ,788792033801,0,             ,             ,             ,A,45000,52900,45344, ANDRE JEFFERSON                   ,10,45000,10,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.06,             ,            ,              , CORE - HYPERMART          ,  NEW ITEM          ,                                          ,                   ,45000,         N      ,449,       N  ,                          , NP
97,97236423,AUS LAMB/LOIN/CHOP KG                   ,2180,0,             ,             ,             ,C,170000,196000,10205," INDOGUNA UTAMA, PT                ",30,135000,30,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,6000030586,"   SUKANDA JAYA, PT - SBY - 60000  ",175000,          ,  PDET    ,     ALL,1,0.24,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,170000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97311458,IKAN BAKAR CAMPUR PACK 1 Kg             ,745760493616,0,             ,             ,             ,C,93000,98000,42990, KASIM.                            ,5,93000,5,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.04,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,93000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97217864,DAGING GILING AYAM 500GR                ,              ,0,             ,             ,             ,C,35000,45900,6168," PRIMA JAYA, CV                    ",10,35000,10,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.16,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,35000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97311743,IKAN BAKAR KG                           ,3200,0,             ,             ,             ,A,63000,66500,42990, KASIM.                            ,1,63000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.04,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,63000,         N      ,449,       N  ,                          , NS
97,97212510,FR - FOREQUARTER BEEF                   ,              ,75.1603,             ,             ,             ,A,120000,172000,10205," INDOGUNA UTAMA, PT                ",25,140000,25,        ,21.46,0,3164490,2823663.88,                      ,             ,             ,              ,1,300031349,"   FEDORATAMA MUKTIJAYA, PT- SBY   ",140000,          ,  PDET    ,     ALL,1,0.1,             ,            , N            , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,144556.5075,         N      ,449,       N  ,                          , BY
97,97215311,SHORT PLATE KG                          ,4106,0,             ,             ,             ,A,80000,222900,10205," INDOGUNA UTAMA, PT                ",1,165000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.19,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,169227.25,         N      ,449,       N  ,                          , BY
97,97310146,IKAN GURAME BUMBU KUNING kg             ,1915,0,             ,             ,             ,A,44000,62000,33814, DJODI  GUNAWAN-33814              ,1,1,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,1,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,59000,         N      ,449,       N  ,                          , NS
97,97311314,SATE BASO SEAFOOD                       ,3680,0,             ,             ,             ,A,7000,10000,100037075, SUPPLIER DUMMY FRESH ORDER-MEAT   ,1,7000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.23,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,7600,         N      ,449,       N  ,                          , CX
97,97215455,MY TASTE MUSHROOM SAUCE 500 GR          ,8997011790162,7,             ,             ,             ,A,22600,27190,33910," FOODINDO DWIVESTAMAS, PT          ",20,18200,20,        ,2,0,54380,36400,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.26,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,18200.0033,         N      ,449,       N  ,                          , CZ
97,97416989,SO GOOD PREMIUM SAUSAGE GARLIC 300g     ,8993110050404,0,             ,             ,             ,C,27550,46750,38899," SO GOOD FOOD, PT.                 ",12,32181.97,12,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,38902,"   SO GOOD FOOD, PT. (JTM)         ",30296,110,  PDET    ,     ALL,1,0.24,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,30296,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97210576,BAHAN AYAM GILING FRZ                   ,6930,-22.2696,             ,             ,             ,A,40500,74500,100045451," SREEYA SEWU INDONESIA TBK, PT     ",1,59000,1,        ,11.428,-0.7,817390,262836,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.13,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,47000,         N      ,449,       N  ,                          , CZ
97,97210218,KEPALA & KAKI DOMBA                     ,              ,0,             ,             ,             ,C,80000,69000,42244, KARYANTO WIROSUHARDJO-JBR         ,1,80000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,300031349,"   FEDORATAMA MUKTIJAYA, PT- SBY   ",95000,          ,  PDET    ,     ALL,1,-0.28,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,80000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97418601,HANZEL BEEF FRANKFURTER GARLIC BUTTER 36,8997009741022,6,             ,             ,             ,A,41100,63990,200039047," SUMBER PRIMA ANUGRAH ABADI, PT-   ",12,42700,12,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.27,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,42700,         N      ,449,       N  ,                          , CZ
97,97303378,UDANG KUPAS FROZEN 500 GR               ,745178208345,15,             ,             ,             ,A,81000,99900,100041759, HALIM  SUHERMAN FOE               ,20,74500,20,        ,2,0,204800,149000,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.18,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,76000,         N      ,449,       N  ,                          , CZ
97,97212501,HR - HINDQUARTER BEEF                   ,              ,42.1708,             ,             ,             ,A,126000,182900,10205," INDOGUNA UTAMA, PT                ",25,147000,25,        ,3.254,0,594520,439160.11,                      ,             ,             ,              ,1,300031349,"   FEDORATAMA MUKTIJAYA, PT- SBY   ",147000,          ,  PDET    ,     ALL,1,0.12,             ,            , N            , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,148501.382,         N      ,449,       N  ,                          , BX
97,97310226,IKAN SELAR BUMBU KUNING kg              ,              ,0,             ,             ,             ,A,22500,23500,42990, KASIM.                            ,1,1,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,1,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,22500,         N      ,449,       N  ,                          , NS
97,97212083,TOKUSEN WAGYU STRIPLOIN KG              ,4982,0,             ,             ,             ,A,420000,474900,42657," SANTOSA AGRINDO, PT               ",1,660000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.53,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,420000,         N      ,449,       Y  , NON ASSORTMENT MD        , NS
97,97234667,BEEF SHANK KG                           ,              ,0,             ,             ,             ,A,123000,199900,10205," INDOGUNA UTAMA, PT                ",25,160000,25,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.12,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,141000,         N      ,449,       N  ,                          , NS
97,97211048,AYAM BUMBU BEKAKAK PCS                  ,6123,-97.641,             ,             ,             ,A,26500,48900,37765, FLORA                             ,1,39547,1,        ,26,0,1126620,1028222,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.11,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,36373.2297,         N      ,449,       N  ,                          , BZ
